pokemon,move
Lapras,Bubble Beam
Lapras,Dragon Pulse
Lapras,Drill Run
Lapras,Future Sight
Lapras,Giga Impact
Lapras,Hydro Pump
Lapras,Hyper Beam
Lapras,Ice Beam
Lapras,Ice Shard
Lapras,Icy Wind
Lapras,Megahorn
Lapras,Outrage
Lapras,Psychic
Lapras,Solar Beam
Lapras,Surf
Lapras,Thunder
Lapras,Thunderbolt
Lapras,Water Gun
Lapras,Waterfall
Eevee,Bite
Eevee,Body Slam
Eevee,Dig
Eevee,Double-Edge
Eevee,Hyper Voice
Eevee,Iron Tail
Eevee,Quick Attack
Eevee,Shadow Ball
Eevee,Swift
Eevee,Tackle
Vaporeon,Aqua Tail
Vaporeon,Bite
Vaporeon,Blizzard
Vaporeon,Bubble Beam
Vaporeon,Dig
Vaporeon,Disarming Voice
Vaporeon,Giga Impact
Vaporeon,Hyper Beam
Vaporeon,Ice Beam
Vaporeon,Icy Wind
Vaporeon,Iron Tail
Vaporeon,Quick Attack
Vaporeon,Shadow Ball
Vaporeon,Signal Beam
Vaporeon,Surf
Vaporeon,Tackle
Vaporeon,Water Gun
Vaporeon,Waterfall
Jolteon,Bite
Jolteon,Dig
Jolteon,Discharge
Jolteon,Giga Impact
Jolteon,Hyper Beam
Jolteon,Iron Tail
Jolteon,Quick Attack
Jolteon,Shadow Ball
Jolteon,Signal Beam
Jolteon,Spark
Jolteon,Tackle
Jolteon,Thunder
Jolteon,Thunder Shock
Jolteon,Thunderbolt
Jolteon,Wild Charge
Flareon,Bite
Flareon,Dig
Flareon,Ember
Flareon,Fire Blast
Flareon,Fire Fang
Flareon,Flame Wheel
Flareon,Flamethrower
Flareon,Flare Blitz
Flareon,Giga Impact
Flareon,Heat Wave
Flareon,Hyper Beam
Flareon,Iron Tail
Flareon,Quick Attack
Flareon,Shadow Ball
Flareon,Signal Beam
Flareon,Tackle
Porygon,Discharge
Porygon,Hyper Beam
Porygon,Ice Beam
Porygon,Psybeam
Porygon,Psychic
Porygon,Shadow Ball
Porygon,Signal Beam
Porygon,Solar Beam
Porygon,Tackle
Porygon,Thunder
Porygon,Thunder Shock
Porygon,Thunderbolt
Porygon,Tri Attack
Aerodactyl,Aerial Ace
Aerodactyl,Ancient Power
Aerodactyl,Aqua Tail
Aerodactyl,Bite
Aerodactyl,Brick Break
Aerodactyl,Crunch
Aerodactyl,Dragon Breath
Aerodactyl,Dragon Claw
Aerodactyl,Dragon Pulse
Aerodactyl,Earth Power
Aerodactyl,Earthquake
Aerodactyl,Fire Blast
Aerodactyl,Fire Fang
Aerodactyl,Flamethrower
Aerodactyl,Giga Impact
Aerodactyl,Heat Wave
Aerodactyl,Hurricane
Aerodactyl,Hyper Beam
Aerodactyl,Iron Head
Aerodactyl,Iron Tail
Aerodactyl,Rock Slide
Aerodactyl,Rock Throw
Aerodactyl,Rock Tomb
Aerodactyl,Stone Edge
Aerodactyl,Wing Attack
Snorlax,Bite
Snorlax,Body Slam
Snorlax,Brick Break
Snorlax,Bulldoze
Snorlax,Crunch
Snorlax,Dig
Snorlax,Double-Edge
Snorlax,Earthquake
Snorlax,Fire Blast
Snorlax,Fire Punch
Snorlax,Flamethrower
Snorlax,Focus Blast
Snorlax,Giga Impact
Snorlax,Hyper Beam
Snorlax,Hyper Voice
Snorlax,Ice Beam
Snorlax,Ice Punch
Snorlax,Iron Head
Snorlax,Outrage
Snorlax,Pursuit
Snorlax,Rock Slide
Snorlax,Rock Tomb
Snorlax,Rollout
Snorlax,Solar Beam
Snorlax,Stone Edge
Snorlax,Surf
Snorlax,Tackle
Snorlax,Thunder
Snorlax,Thunder Punch
Snorlax,Thunderbolt
Snorlax,Zen Headbutt
Articuno,Aerial Ace
Articuno,Ancient Power
Articuno,Avalanche
Articuno,Blizzard
Articuno,Giga Impact
Articuno,Gust
Articuno,Hurricane
Articuno,Hyper Beam
Articuno,Ice Beam
Articuno,Ice Shard
Articuno,Icy Wind
Articuno,Peck
Articuno,Powder Snow
Articuno,Wing Attack
Zapdos,Aerial Ace
Zapdos,Ancient Power
Zapdos,Discharge
Zapdos,Drill Peck
Zapdos,Giga Impact
Zapdos,Heat Wave
Zapdos,Hyper Beam
Zapdos,Peck
Zapdos,Spark
Zapdos,Thunder
Zapdos,Thunder Punch
Zapdos,Thunder Shock
Zapdos,Thunderbolt
Zapdos,Wild Charge
Moltres,Aerial Ace
Moltres,Air Slash
Moltres,Ancient Power
Moltres,Ember
Moltres,Fire Blast
Moltres,Flamethrower
Moltres,Giga Impact
Moltres,Heat Wave
Moltres,Hurricane
Moltres,Hyper Beam
Moltres,Peck
Moltres,Solar Beam
Moltres,Wing Attack
Dratini,Aqua Tail
Dratini,Bubble Beam
Dratini,Dragon Breath
Dratini,Dragon Claw
Dratini,Dragon Pulse
Dratini,Dragon Rush
Dratini,Dragon Tail
Dratini,Fire Blast
Dratini,Hurricane
Dratini,Hydro Pump
Dratini,Hyper Beam
Dratini,Ice Beam
Dratini,Iron Tail
Dratini,Outrage
Dratini,Surf
Dratini,Tackle
Dratini,Thunder
Dratini,Thunder Punch
Dratini,Thunderbolt
Dratini,Twister
Dratini,Water Gun
Dratini,Waterfall
Dragonair,Aqua Tail
Dragonair,Bubble Beam
Dragonair,Dragon Breath
Dragonair,Dragon Claw
Dragonair,Dragon Pulse
Dragonair,Dragon Rush
Dragonair,Dragon Tail
Dragonair,Fire Blast
Dragonair,Flamethrower
Dragonair,Hurricane
Dragonair,Hydro Pump
Dragonair,Hyper Beam
Dragonair,Ice Beam
Dragonair,Iron Tail
Dragonair,Outrage
Dragonair,Surf
Dragonair,Tackle
Dragonair,Thunder
Dragonair,Thunder Punch
Dragonair,Thunderbolt
Dragonair,Twister
Dragonair,Water Gun
Dragonair,Waterfall
Dragonite,Aerial Ace
Dragonite,Aqua Jet
Dragonite,Aqua Tail
Dragonite,Brick Break
Dragonite,Bubble Beam
Dragonite,Dragon Breath
Dragonite,Dragon Claw
Dragonite,Dragon Pulse
Dragonite,Dragon Rush
Dragonite,Dragon Tail
Dragonite,Earthquake
Dragonite,Fire Blast
Dragonite,Fire Punch
Dragonite,Flamethrower
Dragonite,Focus Blast
Dragonite,Giga Impact
Dragonite,Hurricane
Dragonite,Hydro Pump
Dragonite,Hyper Beam
Dragonite,Ice Beam
Dragonite,Ice Punch
Dragonite,Iron Head
Dragonite,Iron Tail
Dragonite,Outrage
Dragonite,Stone Edge
Dragonite,Surf
Dragonite,Tackle
Dragonite,Thunder
Dragonite,Thunder Punch
Dragonite,Thunderbolt
Dragonite,Twister
Dragonite,Water Gun
Dragonite,Waterfall
Dragonite,Wing Attack
Mewtwo,Ancient Power
Mewtwo,Aura Sphere
Mewtwo,Avalanche
Mewtwo,Blizzard
Mewtwo,Brick Break
Mewtwo,Bulldoze
Mewtwo,Confusion
Mewtwo,Dark Pulse
Mewtwo,Dazzling Gleam
Mewtwo,Earthquake
Mewtwo,Energy Ball
Mewtwo,Fire Blast
Mewtwo,Fire Punch
Mewtwo,Flamethrower
Mewtwo,Focus Blast
Mewtwo,Future Sight
Mewtwo,Giga Impact
Mewtwo,Hyper Beam
Mewtwo,Ice Beam
Mewtwo,Ice Punch
Mewtwo,Iron Tail
Mewtwo,Low Kick
Mewtwo,Psychic
Mewtwo,Psycho Cut
Mewtwo,Psyshock
Mewtwo,Rock Slide
Mewtwo,Rock Tomb
Mewtwo,Shadow Ball
Mewtwo,Signal Beam
Mewtwo,Solar Beam
Mewtwo,Stone Edge
Mewtwo,Thunder
Mewtwo,Thunder Punch
Mewtwo,Thunderbolt
Mewtwo,Zen Headbutt
Mew,Ancient Power
Mew,Aura Sphere
Mew,Avalanche
Mew,Blizzard
Mew,Brick Break
Mew,Bulldoze
Mew,Confusion
Mew,Crunch
Mew,Dazzling Gleam
Mew,Dig
Mew,Dragon Claw
Mew,Dragon Pulse
Mew,Dragon Tail
Mew,Earthquake
Mew,Energy Ball
Mew,Fire Blast
Mew,Fire Punch
Mew,Flamethrower
Mew,Focus Blast
Mew,Future Sight
Mew,Giga Drain
Mew,Giga Impact
Mew,Hurricane
Mew,Hyper Beam
Mew,Ice Beam
Mew,Ice Punch
Mew,Iron Tail
Mew,Knock Off
Mew,Megahorn
Mew,Outrage
Mew,Psychic
Mew,Psyshock
Mew,Rock Slide
Mew,Rock Tomb
Mew,Shadow Ball
Mew,Shadow Claw
Mew,Signal Beam
Mew,Sludge Bomb
Mew,Solar Beam
Mew,Stone Edge
Mew,Surf
Mew,Thunder
Mew,Thunder Punch
Mew,Thunderbolt
Mew,Waterfall
Mew,Zen Headbutt
Chikorita,Energy Ball
Chikorita,Giga Drain
Chikorita,Mega Drain
Chikorita,Razor Leaf
Chikorita,Solar Beam
Chikorita,Tackle
Chikorita,Vine Whip
Bayleef,Ancient Power
Bayleef,Energy Ball
Bayleef,Giga Drain
Bayleef,Mega Drain
Bayleef,Razor Leaf
Bayleef,Solar Beam
Bayleef,Tackle
Bayleef,Vine Whip
Meganium,Ancient Power
Meganium,Bulldoze
Meganium,Earthquake
Meganium,Energy Ball
Meganium,Giga Drain
Meganium,Giga Impact
Meganium,Hyper Beam
Meganium,Mega Drain
Meganium,Outrage
Meganium,Razor Leaf
Meganium,Solar Beam
Meganium,Tackle
Meganium,Vine Whip
Cyndaquil,Ember
Cyndaquil,Fire Blast
Cyndaquil,Flame Wheel
Cyndaquil,Flamethrower
Cyndaquil,Quick Attack
Cyndaquil,Tackle
Quilava,Ember
Quilava,Fire Blast
Quilava,Flame Wheel
Quilava,Flamethrower
Quilava,Quick Attack
Quilava,Tackle
Typhlosion,Brick Break
Typhlosion,Crunch
Typhlosion,Earthquake
Typhlosion,Ember
Typhlosion,Fire Blast
Typhlosion,Fire Punch
Typhlosion,Flame Wheel
Typhlosion,Flamethrower
Typhlosion,Flare Blitz
Typhlosion,Focus Blast
Typhlosion,Giga Impact
Typhlosion,Heat Wave
Typhlosion,Hyper Beam
Typhlosion,Quick Attack
Typhlosion,Rock Slide
Typhlosion,Rock Tomb
Typhlosion,Solar Beam
Typhlosion,Stone Edge
Typhlosion,Tackle
Typhlosion,Thunder Punch
Totodile,Aqua Jet
Totodile,Aqua Tail
Totodile,Bite
Totodile,Crunch
Totodile,Hydro Pump
Totodile,Ice Punch
Totodile,Surf
Totodile,Water Gun
Totodile,Waterfall
Croconaw,Aqua Tail
Croconaw,Bite
Croconaw,Crunch
Croconaw,Hydro Pump
Croconaw,Ice Punch
Croconaw,Surf
Croconaw,Water Gun
Croconaw,Waterfall
Feraligatr,Aqua Jet
Feraligatr,Aqua Tail
Feraligatr,Bite
Feraligatr,Brick Break
Feraligatr,Crunch
Feraligatr,Dragon Claw
Feraligatr,Earthquake
Feraligatr,Flash Cannon
Feraligatr,Giga Impact
Feraligatr,Hydro Pump
Feraligatr,Hyper Beam
Feraligatr,Ice Beam
Feraligatr,Ice Punch
Feraligatr,Iron Tail
Feraligatr,Outrage
Feraligatr,Rock Slide
Feraligatr,Rock Tomb
Feraligatr,Stone Edge
Feraligatr,Surf
Feraligatr,Water Gun
Feraligatr,Waterfall
Sentret,Body Slam
Sentret,Dig
Sentret,Double-Edge
Sentret,Quick Attack
Sentret,Slash
Sentret,Swift
Sentret,Tackle
Furret,Body Slam
Furret,Brick Break
Furret,Bulldoze
Furret,Dig
Furret,Double-Edge
Furret,Giga Impact
Furret,Hyper Beam
Furret,Hyper Voice
Furret,Quick Attack
Furret,Shadow Claw
Furret,Slash
Furret,Swift
Furret,Thunder Punch
Hoothoot,Air Slash
Hoothoot,Confusion
Hoothoot,Night Shade
Hoothoot,Peck
Hoothoot,Psychic
Hoothoot,Tackle
Hoothoot,Wing Attack
Noctowl,Air Slash
Noctowl,Confusion
Noctowl,Heat Wave
Noctowl,Hurricane
Noctowl,Hyper Beam
Noctowl,Night Shade
Noctowl,Peck
Noctowl,Psychic
Noctowl,Shadow Ball
Noctowl,Tackle
Noctowl,Wing Attack
Noctowl,Zen Headbutt
Crobat,Aerial Ace
Crobat,Air Cutter
Crobat,Air Slash
Crobat,Astonish
Crobat,Bite
Crobat,Brave Bird
Crobat,Crunch
Crobat,Giga Drain
Crobat,Giga Impact
Crobat,Gust
Crobat,Hex
Crobat,Hurricane
Crobat,Hyper Beam
Crobat,Poison Fang
Crobat,Pursuit
Crobat,Quick Attack
Crobat,Shadow Ball
Crobat,Sludge Bomb
Crobat,Snarl
Crobat,Wing Attack
Crobat,X-Scissor
Togepi,Ancient Power
Togepi,Dazzling Gleam
Togepi,Disarming Voice
Togepi,Fire Blast
Togepi,Flamethrower
Togepi,Future Sight
Togepi,Peck
Togepi,Psybeam
Togepi,Psychic
Togepi,Psyshock
Togepi,Shadow Ball
Togepi,Thunder
Togepi,Thunderbolt
Togetic,Aerial Ace
Togetic,Air Slash
Togetic,Ancient Power
Togetic,Dazzling Gleam
Togetic,Disarming Voice
Togetic,Fire Blast
Togetic,Flamethrower
Togetic,Future Sight
Togetic,Moonblast
Togetic,Peck
Togetic,Psybeam
Togetic,Psychic
Togetic,Psyshock
Togetic,Shadow Ball
Togetic,Solar Beam
Togetic,Thunder
Togetic,Thunderbolt
Togetic,Wing Attack
Mareep,Discharge
Mareep,Iron Tail
Mareep,Power Gem
Mareep,Signal Beam
Mareep,Spark
Mareep,Tackle
Mareep,Thunder
Mareep,Thunder Punch
Mareep,Thunder Shock
Mareep,Thunderbolt
Flaaffy,Discharge
Flaaffy,Fire Punch
Flaaffy,Iron Tail
Flaaffy,Power Gem
Flaaffy,Signal Beam
Flaaffy,Tackle
Flaaffy,Thunder
Flaaffy,Thunder Punch
Flaaffy,Thunder Shock
Flaaffy,Thunderbolt
Ampharos,Brick Break
Ampharos,Bulldoze
Ampharos,Discharge
Ampharos,Dragon Pulse
Ampharos,Dragon Tail
Ampharos,Fire Punch
Ampharos,Focus Blast
Ampharos,Giga Impact
Ampharos,Hyper Beam
Ampharos,Iron Tail
Ampharos,Outrage
Ampharos,Power Gem
Ampharos,Signal Beam
Ampharos,Tackle
Ampharos,Thunder
Ampharos,Thunder Punch
Ampharos,Thunder Shock
Ampharos,Thunderbolt
Ampharos,Wild Charge
Marill,Aqua Jet
Marill,Aqua Tail
Marill,Bubble Beam
Marill,Disarming Voice
Marill,Ice Beam
Marill,Ice Punch
Marill,Play Rough
Marill,Rollout
Marill,Surf
Marill,Tackle
Marill,Water Gun
Marill,Waterfall
Azumarill,Aqua Jet
Azumarill,Aqua Tail
Azumarill,Brick Break
Azumarill,Bubble Beam
Azumarill,Dig
Azumarill,Disarming Voice
Azumarill,Hydro Pump
Azumarill,Hyper Beam
Azumarill,Ice Beam
Azumarill,Ice Punch
Azumarill,Knock Off
Azumarill,Play Rough
Azumarill,Rollout
Azumarill,Surf
Azumarill,Tackle
Azumarill,Waterfall
Aipom,Aerial Ace
Aipom,Astonish
Aipom,Body Slam
Aipom,Brick Break
Aipom,Double-Edge
Aipom,Knock Off
Aipom,Quick Attack
Aipom,Shadow Ball
Aipom,Shadow Claw
Aipom,Swift
Aipom,Thunder Punch
Wooper,Aqua Tail
Wooper,Bulldoze
Wooper,Earth Power
Wooper,Earthquake
Wooper,Ice Beam
Wooper,Ice Punch
Wooper,Mud Bomb
Wooper,Mud Shot
Wooper,Mud Slap
Wooper,Surf
Wooper,Tackle
Wooper,Water Gun
Wooper,Waterfall
Quagsire,Aqua Tail
Quagsire,Bulldoze
Quagsire,Earth Power
Quagsire,Earthquake
Quagsire,Giga Impact
Quagsire,Hyper Beam
Quagsire,Ice Beam
Quagsire,Ice Punch
Quagsire,Mud Bomb
Quagsire,Mud Shot
Quagsire,Mud Slap
Quagsire,Sludge Bomb
Quagsire,Sludge Wave
Quagsire,Stone Edge
Quagsire,Surf
Quagsire,Tackle
Quagsire,Water Gun
Quagsire,Waterfall
Espeon,Bite
Espeon,Confusion
Espeon,Dazzling Gleam
Espeon,Future Sight
Espeon,Giga Impact
Espeon,Hyper Beam
Espeon,Psybeam
Espeon,Psychic
Espeon,Psyshock
Espeon,Quick Attack
Espeon,Shadow Ball
Espeon,Signal Beam
Espeon,Solar Beam
Espeon,Tackle
Espeon,Zen Headbutt
Umbreon,Bite
Umbreon,Crunch
Umbreon,Dark Pulse
Umbreon,Foul Play
Umbreon,Giga Impact
Umbreon,Hyper Beam
Umbreon,Pursuit
Umbreon,Quick Attack
Umbreon,Shadow Ball
Umbreon,Snarl
Umbreon,Tackle
Murkrow,Aerial Ace
Murkrow,Air Cutter
Murkrow,Air Slash
Murkrow,Astonish
Murkrow,Brave Bird
Murkrow,Dark Pulse
Murkrow,Drill Peck
Murkrow,Feint Attack
Murkrow,Foul Play
Murkrow,Night Slash
Murkrow,Peck
Murkrow,Pursuit
Murkrow,Quick Attack
Murkrow,Snarl
Murkrow,Wing Attack
Slowking,Aqua Tail
Slowking,Avalanche
Slowking,Blizzard
Slowking,Bubble Beam
Slowking,Confusion
Slowking,Disarming Voice
Slowking,Dragon Tail
Slowking,Earthquake
Slowking,Fire Blast
Slowking,Flamethrower
Slowking,Focus Blast
Slowking,Future Sight
Slowking,Giga Impact
Slowking,Hyper Beam
Slowking,Ice Beam
Slowking,Ice Punch
Slowking,Iron Tail
Slowking,Mud Shot
Slowking,Power Gem
Slowking,Psybeam
Slowking,Psychic
Slowking,Psyshock
Slowking,Shadow Ball
Slowking,Signal Beam
Slowking,Surf
Slowking,Tackle
Slowking,Thunder
Slowking,Thunder Punch
Slowking,Thunderbolt
Slowking,Water Gun
Slowking,Waterfall
Slowking,Zen Headbutt
Pineco,Bug Bite
Pineco,Earthquake
Pineco,Giga Drain
Pineco,Rollout
Pineco,Tackle
Forretress,Bug Bite
Forretress,Earthquake
Forretress,Flash Cannon
Forretress,Giga Impact
Forretress,Hyper Beam
Forretress,Iron Head
Forretress,Mirror Shot
Forretress,Rock Slide
Forretress,Rock Tomb
Forretress,Rollout
Forretress,Signal Beam
Forretress,Steel Beam
Forretress,Stone Edge
Forretress,Tackle
Gligar,Aerial Ace
Gligar,Aqua Tail
Gligar,Brick Break
Gligar,Dig
Gligar,Earthquake
Gligar,Feint Attack
Gligar,Fire Fang
Gligar,Fury Cutter
Gligar,Knock Off
Gligar,Metal Claw
Gligar,Night Slash
Gligar,Poison Jab
Gligar,Poison Sting
Gligar,Quick Attack
Gligar,Rock Slide
Gligar,Rock Tomb
Gligar,Stone Edge
Gligar,X-Scissor
Steelix,Brick Break
Steelix,Bulldoze
Steelix,Crunch
Steelix,Dig
Steelix,Dragon Breath
Steelix,Dragon Tail
Steelix,Earthquake
Steelix,Fire Fang
Steelix,Flash Cannon
Steelix,Giga Impact
Steelix,Hyper Beam
Steelix,Iron Head
Steelix,Iron Tail
Steelix,Magnet Bomb
Steelix,Mud Slap
Steelix,Rock Slide
Steelix,Rock Throw
Steelix,Rock Tomb
Steelix,Rollout
Steelix,Steel Beam
Steelix,Stone Edge
Steelix,Tackle
Scizor,Aerial Ace
Scizor,Brick Break
Scizor,Bug Bite
Scizor,Bullet Punch
Scizor,Feint Attack
Scizor,Flash Cannon
Scizor,Focus Blast
Scizor,Fury Cutter
Scizor,Giga Impact
Scizor,Iron Head
Scizor,Knock Off
Scizor,Metal Claw
Scizor,Night Slash
Scizor,Pursuit
Scizor,Quick Attack
Scizor,Tackle
Scizor,Wing Attack
Scizor,X-Scissor
Heracross,Aerial Ace
Heracross,Brick Break
Heracross,Bulldoze
Heracross,Close Combat
Heracross,Dig
Heracross,Earthquake
Heracross,Focus Blast
Heracross,Giga Impact
Heracross,Hyper Beam
Heracross,Knock Off
Heracross,Megahorn
Heracross,Night Slash
Heracross,Rock Slide
Heracross,Rock Tomb
Heracross,Stone Edge
Heracross,Tackle
Heracross,X-Scissor
Sneasel,Aerial Ace
Sneasel,Avalanche
Sneasel,Bite
Sneasel,Brick Break
Sneasel,Crunch
Sneasel,Dark Pulse
Sneasel,Foul Play
Sneasel,Fury Cutter
Sneasel,Ice Beam
Sneasel,Ice Punch
Sneasel,Ice Shard
Sneasel,Icicle Crash
Sneasel,Icy Wind
Sneasel,Knock Off
Sneasel,Metal Claw
Sneasel,Night Slash
Sneasel,Pursuit
Sneasel,Quick Attack
Sneasel,Shadow Claw
Sneasel,Snarl
Sneasel,X-Scissor
Swinub,Avalanche
Swinub,Bite
Swinub,Blizzard
Swinub,Bulldoze
Swinub,Dig
Swinub,Earthquake
Swinub,Ice Beam
Swinub,Ice Shard
Swinub,Icicle Crash
Swinub,Icy Wind
Swinub,Mud Bomb
Swinub,Mud Shot
Swinub,Mud Slap
Swinub,Powder Snow
Swinub,Stone Edge
Swinub,Tackle
Piloswine,Ancient Power
Piloswine,Avalanche
Piloswine,Bite
Piloswine,Blizzard
Piloswine,Bulldoze
Piloswine,Crunch
Piloswine,Dig
Piloswine,Earthquake
Piloswine,Hyper Beam
Piloswine,Ice Beam
Piloswine,Ice Shard
Piloswine,Icicle Crash
Piloswine,Icy Wind
Piloswine,Mud Bomb
Piloswine,Mud Shot
Piloswine,Mud Slap
Piloswine,Powder Snow
Piloswine,Rock Slide
Piloswine,Rock Tomb
Piloswine,Stone Edge
Delibird,Aerial Ace
Delibird,Air Cutter
Delibird,Avalanche
Delibird,Blizzard
Delibird,Drill Peck
Delibird,Future Sight
Delibird,Ice Beam
Delibird,Ice Punch
Delibird,Ice Shard
Delibird,Icicle Crash
Delibird,Icy Wind
Delibird,Mud Slap
Delibird,Quick Attack
Delibird,Wing Attack
Houndour,Bite
Houndour,Crunch
Houndour,Dark Pulse
Houndour,Ember
Houndour,Fire Blast
Houndour,Fire Fang
Houndour,Flame Wheel
Houndour,Flamethrower
Houndour,Foul Play
Houndour,Heat Wave
Houndour,Hex
Houndour,Iron Tail
Houndour,Pursuit
Houndour,Snarl
Houndour,Solar Beam
Houndoom,Bite
Houndoom,Crunch
Houndoom,Dark Pulse
Houndoom,Dig
Houndoom,Ember
Houndoom,Fire Blast
Houndoom,Fire Fang
Houndoom,Flame Wheel
Houndoom,Flamethrower
Houndoom,Foul Play
Houndoom,Giga Impact
Houndoom,Heat Wave
Houndoom,Hex
Houndoom,Hyper Beam
Houndoom,Iron Tail
Houndoom,Pursuit
Houndoom,Snarl
Houndoom,Solar Beam
Phanpy,Bulldoze
Phanpy,Dig
Phanpy,Earthquake
Phanpy,Mud Shot
Phanpy,Mud Slap
Phanpy,Play Rough
Phanpy,Rollout
Phanpy,Tackle
Donphan,Bulldoze
Donphan,Dig
Donphan,Earthquake
Donphan,Fire Fang
Donphan,Giga Impact
Donphan,Hyper Beam
Donphan,Ice Shard
Donphan,Iron Head
Donphan,Iron Tail
Donphan,Knock Off
Donphan,Mud Shot
Donphan,Mud Slap
Donphan,Play Rough
Donphan,Poison Jab
Donphan,Rollout
Donphan,Stone Edge
Donphan,Tackle
Porygon2,Discharge
Porygon2,Hyper Beam
Porygon2,Ice Beam
Porygon2,Psybeam
Porygon2,Psychic
Porygon2,Shadow Ball
Porygon2,Signal Beam
Porygon2,Solar Beam
Porygon2,Tackle
Porygon2,Thunder
Porygon2,Thunder Shock
Porygon2,Thunderbolt
Porygon2,Tri Attack
Blissey,Body Slam
Blissey,Dazzling Gleam
Blissey,Disarming Voice
Blissey,Double-Edge
Blissey,Fire Blast
Blissey,Flamethrower
Blissey,Focus Blast
Blissey,Giga Impact
Blissey,Hyper Beam
Blissey,Hyper Voice
Blissey,Ice Beam
Blissey,Psychic
Blissey,Shadow Ball
Blissey,Solar Beam
Blissey,Thunder
Blissey,Thunderbolt
Raikou,Aura Sphere
Raikou,Bite
Raikou,Crunch
Raikou,Discharge
Raikou,Giga Impact
Raikou,Hyper Beam
Raikou,Iron Head
Raikou,Iron Tail
Raikou,Quick Attack
Raikou,Shadow Ball
Raikou,Signal Beam
Raikou,Snarl
Raikou,Spark
Raikou,Thunder
Raikou,Thunder Shock
Raikou,Thunderbolt
Raikou,Wild Charge
Entei,Bite
Entei,Bulldoze
Entei,Crunch
Entei,Ember
Entei,Fire Blast
Entei,Fire Fang
Entei,Flame Wheel
Entei,Flamethrower
Entei,Flare Blitz
Entei,Giga Impact
Entei,Heat Wave
Entei,Hyper Beam
Entei,Iron Head
Entei,Iron Tail
Entei,Solar Beam
Entei,Stone Edge
Suicune,Avalanche
Suicune,Bite
Suicune,Blizzard
Suicune,Bubble Beam
Suicune,Giga Impact
Suicune,Hydro Pump
Suicune,Hyper Beam
Suicune,Ice Beam
Suicune,Iron Tail
Suicune,Signal Beam
Suicune,Surf
Suicune,Water Gun
Suicune,Waterfall
Larvitar,Ancient Power
Larvitar,Bite
Larvitar,Bulldoze
Larvitar,Crunch
Larvitar,Dark Pulse
Larvitar,Dig
Larvitar,Earthquake
Larvitar,Hyper Beam
Larvitar,Iron Tail
Larvitar,Outrage
Larvitar,Pursuit
Larvitar,Rock Slide
Larvitar,Rock Throw
Larvitar,Rock Tomb
Larvitar,Stone Edge
Larvitar,Tackle
Pupitar,Ancient Power
Pupitar,Bite
Pupitar,Bulldoze
Pupitar,Crunch
Pupitar,Dark Pulse
Pupitar,Dig
Pupitar,Earthquake
Pupitar,Hyper Beam
Pupitar,Iron Tail
Pupitar,Outrage
Pupitar,Pursuit
Pupitar,Rock Slide
Pupitar,Rock Throw
Pupitar,Rock Tomb
Pupitar,Stone Edge
Pupitar,Tackle
Tyranitar,Aerial Ace
Tyranitar,Ancient Power
Tyranitar,Aqua Tail
Tyranitar,Avalanche
Tyranitar,Bite
Tyranitar,Blizzard
Tyranitar,Brick Break
Tyranitar,Bulldoze
Tyranitar,Crunch
Tyranitar,Dark Pulse
Tyranitar,Dig
Tyranitar,Dragon Claw
Tyranitar,Dragon Pulse
Tyranitar,Dragon Tail
Tyranitar,Earthquake
Tyranitar,Fire Blast
Tyranitar,Fire Fang
Tyranitar,Fire Punch
Tyranitar,Flamethrower
Tyranitar,Focus Blast
Tyranitar,Giga Impact
Tyranitar,Hyper Beam
Tyranitar,Ice Beam
Tyranitar,Ice Punch
Tyranitar,Iron Head
Tyranitar,Iron Tail
Tyranitar,Outrage
Tyranitar,Pursuit
Tyranitar,Rock Slide
Tyranitar,Rock Tomb
Tyranitar,Snarl
Tyranitar,Stone Edge
Tyranitar,Surf
Tyranitar,Tackle
Tyranitar,Thunder
Tyranitar,Thunder Punch
Tyranitar,Thunderbolt
Lugia,Aerial Ace
Lugia,Air Slash
Lugia,Ancient Power
Lugia,Aqua Tail
Lugia,Blizzard
Lugia,Dragon Rush
Lugia,Earth Power
Lugia,Earthquake
Lugia,Future Sight
Lugia,Giga Impact
Lugia,Gust
Lugia,Hurricane
Lugia,Hydro Pump
Lugia,Hyper Beam
Lugia,Ice Beam
Lugia,Iron Tail
Lugia,Psychic
Lugia,Psycho Cut
Lugia,Shadow Ball
Lugia,Surf
Lugia,Thunder
Lugia,Thunderbolt
Lugia,Wing Attack
Lugia,Zen Headbutt
Hooh,Aerial Ace
Hooh,Air Slash
Hooh,Ancient Power
Hooh,Brave Bird
Hooh,Bulldoze
Hooh,Earthquake
Hooh,Fire Blast
Hooh,Flamethrower
Hooh,Future Sight
Hooh,Giga Impact
Hooh,Gust
Hooh,Heat Wave
Hooh,Hurricane
Hooh,Hyper Beam
Hooh,Psychic
Hooh,Shadow Ball
Hooh,Solar Beam
Hooh,Thunder
Hooh,Wing Attack
Hooh,Zen Headbutt
Celebi,Ancient Power
Celebi,Bulldoze
Celebi,Confusion
Celebi,Dazzling Gleam
Celebi,Energy Ball
Celebi,Future Sight
Celebi,Giga Drain
Celebi,Giga Impact
Celebi,Hyper Beam
Celebi,Mega Drain
Celebi,Psybeam
Celebi,Psychic
Celebi,Psyshock
Celebi,Shadow Ball
Celebi,Signal Beam
Celebi,Solar Beam
Celebi,Zen Headbutt
Treecko,Aerial Ace
Treecko,Crunch
